City,Address,Latitude,Longitude,List Price,Close Price,Price Per Sqft,Sqft,DOM,Close Date,Bathrooms,Bedrooms,Subdivision Name,MLS Major Area,List Agent,Buy Agent,List Office Name,Buyer Office Name
Laguna Beach,615 Seaview,33.537312,-117.773857,1900000,2075000,1754,1183,10,08-16-2022,2,3,The Village (VIL),LV - Laguna Village,Nicholas Hooper,Sylvia Ames,Compass,Compass
Laguna Niguel,24092 Hillhurst,33.520659,-117.708801,1900000,1840000,743,2476,5,08-16-2022,3,5,Vista Del Niguel (VDN),LNSLT - Salt Creek,Susan Stoker,Bob Wolff,Bullock Russell RE Services,Harcourts Prime Properties
Newport Beach,2908 Silver Lane,33.655936,-117.884521,1749000,1725000,1074,1606,5,08-16-2022,1,3,Back Bay Anniversary Homes (BBAN),N7 - West Bay - Santa Ana Heights,Kevin Drumm,Neetu Gillespie,Seven Gables Real Estate,"Palm Realty Boutique, Inc."
Newport Beach,1335 Santiago,33.629353,-117.894977,5895000,5800000,1163,4987,51,08-17-2022,5,5,Newport Heights (NEWH),N7 - West Bay - Santa Ana Heights,Leo Goldschwartz,Leo Goldschwartz,Compass,Compass
Corona del Mar,215 Heliotrope Avenue,33.596011,-117.876686,3750000,4500000,4319,1042,12,08-17-2022,1,2,Corona del Mar South of PCH (CDMS),CS - Corona Del Mar - Spyglass,Amy Baumgartner,Cari Young,Compass,Compass
Laguna Beach,26 Stonington,33.494208,-117.736537,3900000,4065000,1247,3260,3,08-17-2022,4,5,Three Arch Bay (TAB),SL - South Laguna,David Csira,Ariana Gaffoglio,Cove Canyon,"DOUGLAS ELLIMAN OF CALIFORNIA,"
San Juan Capistrano,32300 Via Angelica,33.495551,-117.678754,3995000,3950000,750,5267,40,08-17-2022,4,4,Other (OTHR),DO - Del Obispo,Anna Dickinson,Neal Schnitzer,Regency Real Estate Brokers,eHomes
Newport Beach,23 Beachcomber Drive,33.60649,-117.867772,3600000,3620000,1533,2361,0,08-17-2022,2,2,Jasmine Creek (JASC),CS - Corona Del Mar - Spyglass,Paula Aragone,Paula Aragone,First Team Real Estate,First Team Real Estate
Newport Beach,1603 ARCH BAY,33.624298,-117.882152,3000000,3000000,1222,2455,0,08-17-2022,2,4,Harbor Cove Promenade (HCPM),NV - East Bluff - Harbor View,Brian Thomas,Debbie Millar,Surterre Properties Inc.,Arbor Real Estate
San Juan Capistrano,26582 Royale,33.525984,-117.666054,1700000,1700000,490,3469,0,08-17-2022,3,4,Other (OTHR),JN - San Juan North,Tricia Poissonnier,Gina Alaina Longo,"HomeSmart, Evergreen Realty",Pinnacle Estate Properties
Laguna Niguel,24546 Kings View,33.536256,-117.701002,1190000,1110000,657,1689,44,08-17-2022,2,3,Fieldstone Collection II (FC2),LNLAK - Lake Area,Sandra Hauser,Xun Liao,Villa Real Estate,Globridge Realty
Laguna Niguel,22812 Dominita Road,33.510727,-117.731087,1100000,1080000,789,1369,71,08-17-2022,2,2,Monarch Summit II (MS2),LNSMT - Summit,Karen Luckman,NonMember NONMEMBER,Compass,NONMEMBER MRML
San Juan Capistrano,31236 Calle San Pedro,33.509373,-117.663211,850000,840000,665,1263,10,08-17-2022,2,2,Las Brisas (LB),MA - Mission Area,Frederick Piazza,Celeste Antenucci,Keller Williams Realty,Corona Del Mar Properties Inc
Corona del Mar,888 Sandcastle,33.599587,-117.864602,6995000,6750000,2389,2825,13,08-18-2022,4,4,Harbor View Hills I (HAV1),CS - Corona Del Mar - Spyglass,Carrie Filla,Chris Moreno,Pacific Sotheby's Int'l Realty,Surterre Properties Inc.
San Juan Capistrano,30500 Hilltop,33.520968,-117.63927,3500000,3500000,765,4575,1,08-18-2022,2,6,Other (OTHR),OR - Ortega/Orange County,Darlene Jamroz,Darlene Jamroz,First Team Real Estate,First Team Real Estate
Dana Point,32912 Staysail,33.484538,-117.685802,1450000,1375000,823,1671,45,08-18-2022,2,4,,DO - Del Obispo,Pierce Kar,Amy Hansen Kiyiskan,RE/MAX New Dimension,Reve Pacific
Dana Point,24931 Danamaple,33.487364,-117.694849,1200000,1360000,647,2102,5,08-18-2022,2,4,Dana Woods (DW),DH - Dana Hills,Cyndi Wheeler,General NONMEMBER,RE/MAX TerraSol,NONMEMBER MRML
San Juan Capistrano,25745 Anchor,33.490693,-117.680795,1125000,1100000,776,1418,30,08-18-2022,2,3,Captain's Hill (CN),DO - Del Obispo,Michael Lovullo,Ryan Schramm,Lantern Bay Realty,Creatus Properties
San Juan Capistrano,27912 Calle Belmonte,33.509327,-117.64355,1065000,1100000,844,1303,5,08-18-2022,1,3,Mission Glen (MG),OR - Ortega/Orange County,Nesa Anderson,Nesa Anderson,Keller Williams OC Coastal Realty,Keller Williams OC Coastal Realty
San Juan Capistrano,28243 Camino Del Rio,33.491343,-117.641371,1099900,1099900,592,1858,13,08-18-2022,2,3,Other (OTHR),OR - Ortega/Orange County,Brigitte Belanger-Chretien,Justin Green,Realty One Group West,Harcourts Prime Properties
Laguna Beach,115 Emerald Bay,33.553704,-117.811293,8495000,8495000,2981,2850,5,08-19-2022,3,4,Emerald Bay (EB),NL - North Laguna,Steve High,Maura Short,Villa Real Estate,Compass
Newport Beach,1975 Port Locksleigh,33.617056,-117.855714,7895000,7750000,1504,5153,0,08-19-2022,5,4,Harbor View Homes (HVHM),NV - East Bluff - Harbor View,Heather Kidder,Sara Taylor,Arbor Real Estate,Compass
Dana Point,32422 Seven Seas,33.492469,-117.728314,7195000,6900000,2125,3247,5,08-19-2022,3,4,Monarch Bay Terrace (MBT),MB - Monarch Beach,Kenneth (Chris) Guziak,Danielle Wilson,Coldwell Banker Realty,Compass
Corona del Mar,309 Poinsettia,33.593244,-117.869102,5599000,5599000,2000,2800,72,08-19-2022,3,5,Corona del Mar South of PCH (CDMS),CS - Corona Del Mar - Spyglass,Robert (Kenny) Eggmann II,Carol Lee,Coldwell Banker Realty,Compass
Laguna Beach,312 Emerald Bay,33.552886,-117.804626,4300000,4200000,1993,2107,15,08-19-2022,2,3,Emerald Bay (EB),NL - North Laguna,Rod Daley,Mahnaz Westerberg,Coldwell Banker Realty,"Mahnaz Westerberg, Broker"
Laguna Beach,32416 Coast Highway,33.491785,-117.732858,3350000,3195000,1183,2701,155,08-19-2022,3,3,Three Arch Bay (TAB),SL - South Laguna,Gregory Lynch,Monica Perez,Compass,Coldwell Banker Realty
Laguna Beach,790 Manzanita Drive,33.543291,-117.775944,2495000,2620000,1515,1729,14,08-19-2022,2,2,The Village (VIL),LV - Laguna Village,Meital Taub,Jill Lockhart,First Team Real Estate,First Team Real Estate
Dana Point,23842 Marmara Bay,33.472442,-117.713593,2492000,2492000,1568,1589,3,08-19-2022,2,3,Gardens (Inland of PCH) (NSI),MB - Monarch Beach,Connie McKibban,Tim Smith,Berkshire Hathaway HomeService,Coldwell Banker Realty
Newport Beach,310 Island,33.604999,-117.905978,2499000,2375000,2624,905,73,08-19-2022,1,2,Balboa Peninsula (Residential) (BALP),NP - Balboa Peninsula,Bernice Devries,Sam McColgan,Kastell Real Estate Group,KW Advisors
Dana Point,24181 Vista D Onde,33.47005,-117.707666,2100000,2020000,960,2104,8,08-19-2022,2,4,Villas (N.S.) (NSV),MB - Monarch Beach,Kathryn Samuel,Connie McKibban,First Team Real Estate,Berkshire Hathaway HomeService
Newport Beach,2641 Vista Ornada,33.645501,-117.877847,1850000,1838995,1017,1808,6,08-19-2022,2,3,Bluffs Homes on the Bay (BNHB),NV - East Bluff - Harbor View,Jamie McKinnon,Bill Calhoun,Compass,"Douglas Elliman Of California,"
Laguna Niguel,29521 Via San Sebastian,33.533946,-117.700656,1499900,1475000,727,2029,27,08-19-2022,1,4,Niguel Hills (NH),LNSEA - Sea Country,Chuck Pillsbury,Salomon Castro,"Zutila, Inc",Keller Williams Pacific Estate
Laguna Niguel,28351 La Bajada,33.551275,-117.702694,1149900,1135000,586,1937,32,08-19-2022,2,3,Westhill (RNW),LNLAK - Lake Area,Cheryl Fieber,Tony English,Cheryl L. Fieber,English Realty
Newport Beach,704 Via Lido Nord,33.616582,-117.926954,13999000,13000000,4096,3174,15,08-22-2022,4,4,Lido Island (LIDO),N8 - West Newport - Lido,Jon Flagg,Katie Machoskie,Villa Real Estate,Compass
Newport Coast,32 Wharfside,33.572027,-117.835741,4695000,4680000,1508,3103,14,08-22-2022,3,4,,CR - Crystal Cove,Thomas Josselyn,Jenn Chen,Del Mar Financial Group,Luxe Real Estate
Corona del Mar,3719 Blue Key,33.605234,-117.855954,4550000,4200000,1332,3153,53,08-22-2022,3,6,Harbor View Hills 2 (HAV2),CS - Corona Del Mar - Spyglass,Mary Golding,Mary Golding,Coldwell Banker Realty,Coldwell Banker Realty
Dana Point,35175 Beach Road,33.451626,-117.661854,3995000,3450000,1638,2106,35,08-22-2022,2,6,Beach Road Custom (BR),CB - Capistrano Beach,Doug Echelberger,Doug Echelberger,Pacific Sotheby's Int'l Realty,Pacific Sotheby's Int'l Realty
Newport Beach,425 Tustin,33.622986,-117.920157,3395000,3250000,1121,2899,25,08-22-2022,4,5,Newport Heights (NEWH),N6 - Newport Heights,Carter Kaufman,Maeve Courtney,Compass,American Realty Services
Laguna Beach,3089 Bern,33.549487,-117.75769,2699000,2400000,1307,1836,43,08-22-2022,3,4,Top Of The World (TOW),LV - Laguna Village,Marcus Skenderian,Amanda Horton,Coldwell Banker Realty,Surterre Properties
Laguna Niguel,23952 La Hermosa,33.521553,-117.71117,1345000,1400000,641,2184,31,08-22-2022,2,3,,LNSLT - Salt Creek,Mary Garibay,Terri Bruno,"HomeSmart, Evergreen Realty",Regency Real Estate Brokers
Newport Beach,2425 Vista Hogar,33.63873,-117.876869,1348000,1300000,875,1486,19,08-22-2022,2,4,Bluffs Plaza Area (BOPL),NV - East Bluff - Harbor View,Mariana Donahue,Haleh Saghafi,Compass,Orange County Real Estate Inc
Laguna Niguel,7 Hidden Crest,33.535182,-117.684079,1295000,1250000,711,1758,41,08-22-2022,2,3,Concord Hill (CH),LNSEA - Sea Country,Denise Fortain-Hall,Shaun Hurley,Coldwell Banker Realty,First Team Real Estate
San Juan Capistrano,27902 Via De Costa,33.494081,-117.644389,975000,975000,548,1779,6,08-22-2022,3,3,Greens (GRNS),OR - Ortega/Orange County,Tommy Lowery,Mitchel Bohi,First Team Real Estate,Compass
San Juan Capistrano,30786 Calle Chueca,33.514938,-117.66654,649900,646400,590,1096,17,08-22-2022,2,2,Casitas Capistrano (CT),MA - Mission Area,Peter Flores,Mark Christensen,Compass,Arbor Real Estate Group
Corona del Mar,1933 Bayside Drive,33.602938,-117.882617,10995000,11200000,2268,4938,7,08-23-2022,1,4,Bayside Drive Custom (BSCH),CS - Corona Del Mar - Spyglass,John Cain,John Cain,Pacific Sotheby's Int'l Realty,Pacific Sotheby's Int'l Realty
Newport Beach,25 Rockingham,33.62933,-117.866765,3900000,3854388,828,4655,5,08-23-2022,4,4,,699 - Not Defined,Joseph Steck,Joseph Steck,RE/MAX Select One,RE/MAX Select One
Corona del Mar,3508 Surfview,33.601667,-117.86217,2990000,3235000,1703,1900,8,08-23-2022,2,3,Harbor View Hills 2 (HAV2),CS - Corona Del Mar - Spyglass,Lori Fenton,Kristi Cousens,Allison James Estates & Homes,Compass
Laguna Niguel,32136 Links Pointe,33.496903,-117.720053,2450000,2350000,716,3282,31,08-23-2022,2,5,Links Pointe (LSP),LNSLT - Salt Creek,Jeanine Case,Margaret Minhas,RE/MAX Select One,"The Harmon Agency, Inc."
Dana Point,49 Regatta,33.467245,-117.70989,1475000,1409958,926,1523,26,08-23-2022,2,2,Regatta (REG),MB - Monarch Beach,Carla Lowinger,Al Mejia,T.N.G. Real Estate Consultants,eHomes
Laguna Niguel,22802 Mantanza,33.511111,-117.731301,1329000,1330000,810,1642,20,08-23-2022,2,3,Monarch Summit II (MS2),LNSMT - Summit,Kelli Walters,Valerie Bourg,"Coastal Hills Properties, Inc.",First Team Real Estate
San Juan Capistrano,29636 Orinda,33.532308,-117.668504,750000,750000,601,1248,25,08-23-2022,2,3,Village of San Juan Patio Homes,JN - San Juan North,Mary Pederson,Christopher Lardie,"Beverly and Company, Inc.","HomeSmart, Evergreen Realty"
Corona del Mar,3408 Sausalito,33.602373,-117.861516,3990000,3705000,1166,3178,106,08-24-2022,4,5,Harbor View Hills 2 (HAV2),CS - Corona Del Mar - Spyglass,Jody Chapman,Cristina Ballerio,Compass,NONMEMBER MRML
Newport Beach,105 30th,33.613253,-117.932671,2400000,2600000,3250,800,33,08-24-2022,1,2,,699 - Not Defined,Sommer Myers,Sommer Myers,Coldwell Banker Realty,Coldwell Banker Realty
Corona del Mar,111 Jasmine Creek,33.60744,-117.864488,2449000,2300000,1204,1910,30,08-24-2022,2,2,Jasmine Creek (JASC),CS - Corona Del Mar - Spyglass,Tracey Kormushoff,Ghazal Shahbazi,Beach Cities Real Estate,Coldwell Banker Platinum Prop.
Laguna Niguel,1 Argos,33.52073,-117.694327,2149900,2075000,570,3640,51,08-24-2022,4,4,Vistara (MHV),LNSLT - Salt Creek,Linda Fong,Rosanne Maniscalchi,Coldwell Banker Realty,COMPASS
San Juan Capistrano,27861 Via Estancia,33.500155,-117.644259,1625000,1485000,515,2883,22,08-24-2022,3,4,Los Corrales (LC),OR - Ortega/Orange County,Jennifer Rector,Terry Klein,"HomeSmart, Evergreen Realty",Berkshire Hathaway HomeServices
Corona del Mar,1921 Tahuna Terr,33.604496,-117.880902,6200000,6200000,2282,2717,0,08-25-2022,2,3,Irvine Terrace (IRVT),CS - Corona Del Mar - Spyglass,John Stanaland,Melanie Greiner,VILLA REAL ESTATE,RE/MAX One
Newport Beach,2101 Balboa,33.59874,-117.883988,4495000,4450000,1569,2836,6,08-25-2022,2,4,Balboa Peninsula Point (BLPP),NP - Balboa Peninsula,Timothy Carr,Kimberly Bibb,Villa Real Estate,Villa Real Estate
Laguna Niguel,25582 Altura,33.538829,-117.68362,2125000,2140000,793,2699,3,08-25-2022,2,4,Waterford Homes (WH),LNSEA - Sea Country,Bradley Feldman,Nasim Myers,Douglas Elliman of California,RMM Realty
Dana Point,25462 Evans Pointe,33.486382,-117.685687,2100000,1900000,501,3792,29,08-25-2022,3,5,Brighton Court (BC),DO - Del Obispo,Martha Haecherl,Landon Miller,Keller Williams Realty,Villa Real Estate
San Juan Capistrano,31965 Avenida Evita,33.498683,-117.68146,1549500,1475000,787,1874,12,08-25-2022,2,4,Sun Ranch (SA),DO - Del Obispo,Michael Ahumada,Gary Ward,RE/MAX Select One,Century 21 Award
Laguna Niguel,28482 Shrike,33.548962,-117.714957,1499900,1400000,541,2588,53,08-25-2022,2,4,Kite Hill III (KH3),LNLAK - Lake Area,Cora Berkery,Steve Mino,Coldwell Banker Realty,Coldwell Banker Realty
Newport Beach,2011 Baja,33.632927,-117.881679,1298000,1325000,857,1546,32,08-25-2022,2,4,Bluffs Original (BORI),NV - East Bluff - Harbor View,Gail York,David Smith,Coldwell Banker Realty,The Agency
Newport Beach,2042 Galaxy,33.641209,-117.892664,4500000,4325000,1379,3136,64,08-26-2022,3,4,"Dover Shores """"MS"""" (DSAS)",N7 - West Bay - Santa Ana Heights,Ed Machoskie,Erica Thomas,Compass,Pacific Sotheby's Int'l Realty
Laguna Beach,596 Mystic Way,33.54524,-117.77832,4249000,4086880,1933,2114,23,08-26-2022,3,3,Mystic Hills (MH),LV - Laguna Village,Victoria Strombom,Khanh Oberley,Surterre Properties,"Douglas Elliman of CA, Inc."
Laguna Beach,1257 Temple Hills,33.537968,-117.76939,4200000,3900000,1568,2487,0,08-26-2022,3,3,,LV - Laguna Village,Yvonne Cheechov,Heather Tuck,Reliance Real Estate Services,Compass
Newport Beach,107 6th,33.603924,-117.907929,3975000,3850000,2171,1773,41,08-26-2022,2,3,Balboa Peninsula (Residential) (BALP),NP - Balboa Peninsula,Kimberly Bibb,Ken Kaplan,Villa Real Estate,Campbell & Kaplan Real Estate
Newport Beach,12 Jupiter Hills,33.635501,-117.866443,3800000,3736225,1151,3246,54,08-26-2022,3,5,Stonybrook (OFSB),NV - East Bluff - Harbor View,John Vitti,Teri Armstrong Hardke,Coldwell Banker Realty,Coldwell Banker Realty
Laguna Beach,335 Myrtle,33.546577,-117.791201,2999500,3000000,3119,962,21,08-26-2022,1,2,North Laguna (NL),NL - North Laguna,James Ardery,Thomas Santoro,Compass,Crane Real Estate
Laguna Niguel,1 New Haven,33.507356,-117.714784,2900000,2800000,748,3743,15,08-26-2022,3,4,Crest De Ville Estates (CDE),LNSLT - Salt Creek,Theresa Smith,Arthur Camoia,Berkshire Hathaway HomeService,Berkshire Hathaway HomeService
Newport Beach,2025 Avenida Chico,33.637306,-117.886025,2398000,2274000,1024,2221,20,08-26-2022,3,3,Bluffs Original (BORI),NV - East Bluff - Harbor View,Gail York,Gail York,Coldwell Banker Realty,Coldwell Banker Realty
Newport Beach,20371 Bayview,33.653518,-117.873613,1879000,1850000,1161,1593,50,08-26-2022,2,3,Santa Ana Heights Residential (SAHR),N7 - West Bay - Santa Ana Heights,Mike Kennedy,Kimberly Gimbel-Johnson,Villa Real Estate,Compass Newport Beach
Laguna Niguel,12 Coursan,33.522123,-117.696355,1699000,1750000,814,2150,8,08-26-2022,2,4,Bel Fiore (MHB),LNSEA - Sea Country,Justin Green,Grant Gerhart,Harcourts Prime Properties,"Integrated Realty Group, Inc."
Laguna Niguel,28682 Point Loma,33.546236,-117.717557,1650000,1620000,488,3320,147,08-26-2022,3,5,Hillcrest Estates (HILE),LNLAK - Lake Area,Gregory Hughes,Robert Jansen,"Cobalt Real Estate, Inc.",Jansen Team Real Estate
Dana Point,34574 Calle Portola,33.460971,-117.657404,1499000,1480000,674,2196,8,08-26-2022,2,3,Other (OTHR),CB - Capistrano Beach,Sonja Varese,Taylor McGregor,First Team Real Estate,Anvil Real Estate
San Juan Capistrano,27301 Capote De Paseo,33.494538,-117.654784,715000,710000,546,1300,25,08-26-2022,2,2,,OR - Ortega/Orange County,Jenell Blue,Kathleen Mulcahy-Gallagher,"Zutila, Inc",Redfin
Newport Beach,920 Via Lido Nord,33.610181,-117.909842,17995000,16500000,2740,6022,0,08-29-2022,5,5,Lido Island (LIDO),N8 - West Newport - Lido,Sterling Coberly,Sterling Coberly,Compass,Compass
Laguna Beach,120 MCKNIGHT,33.547618,-117.805455,12995000,12000000,3394,3536,73,08-29-2022,3,4,,NL - North Laguna,Fredrik Eklund,Kelly Brennan,Douglas Elliman,Compass
Laguna Beach,120 Mcknight,33.547618,-117.805455,12995000,12000000,3394,3536,73,08-29-2022,3,4,Crown Point (CP),NL - North Laguna,Seth Nelson,Kelly Brennan,"DOUGLAS ELLIMAN OF CALIFORNIA, INC.",Compass
Dana Point,32331 Baltic Sea,33.493363,-117.728432,3495000,4850000,1780,2725,6,08-29-2022,2,3,Monarch Bay Terrace (MBT),MB - Monarch Beach,Todd Davis,Shauna Covington,Compass,Berkshire Hathaway HomeServices
Laguna Beach,271 La Brea Street,33.548881,-117.797703,3950000,3725000,1255,2968,124,08-29-2022,3,3,North Laguna (NL),NL - North Laguna,John Cain,Christina Harmon,Pacific Sotheby's Int'l Realty,"The Harmon Agency, Inc."
Laguna Beach,31777 5th,33.501654,-117.741901,3295000,3245000,1030,3150,109,08-29-2022,4,4,South Laguna Village (SLV),SL - South Laguna,Frank Hufnagel,Adriana Trenev,Surterre Properties,Coldwell Banker Realty
Dana Point,33051 Marina Vista,33.482746,-117.690217,1990000,1892000,840,2252,40,08-29-2022,3,4,Thunderbird West (TW),DH - Dana Hills,Oscar Reyes,Renier Dresser,Equity One Real Estate,Equity One Real Estate
Laguna Niguel,28886 El Apajo,33.54332,-117.699714,1400000,1375000,764,1800,9,08-29-2022,2,3,Mandevilla (RN) (RNM),LNLAK - Lake Area,Laura Shirangi,Niema Mostafavi,Re/Max Property Connection,Coldwell Banker Platinum Prop
Laguna Niguel,39 Rollins,33.504202,-117.704071,1450000,1360000,607,2241,29,08-29-2022,2,3,Beacon Hill Cove (BHO),LNSLT - Salt Creek,Kevin Hood,Sean Sullivan,GreenTree Properties,Coldwell Banker Realty
San Juan Capistrano,32871 Via Del Amo,33.485688,-117.676027,1395000,1315000,692,1900,11,08-29-2022,2,4,Troy Homes (TH),DO - Del Obispo,Doug Echelberger,Michael Kohler,Pacific Sotheby's Int'l Realty,Marterra Real Estate
Laguna Niguel,27581 Niguel Village,33.56241,-117.707196,1199800,1250000,552,2264,7,08-29-2022,2,3,Village Niguel Heights (VNH),LNLAK - Lake Area,Lori McGuire,Deborah Cowles,RE/MAX Select One,Compass
Laguna Niguel,28721 Vista Ladera,33.546087,-117.68202,1275000,1200000,488,2459,24,08-29-2022,2,4,Westridge Estates (WE),LNSEA - Sea Country,Kamran Mahdavi,Jessica Rocha,Berkshire Hathaway HomeService,Marterra Real Estate
Newport Beach,2646 Vista Del Oro,33.643801,-117.880306,1250000,1175000,804,1461,28,08-29-2022,2,3,Bluffs Park Homes (BNPK),NV - East Bluff - Harbor View,Tara Foster Shapiro,Allison Foster,Pacific Sotheby's Int'l Realty,Compass
Laguna Beach,31595 TABLE ROCK,33.502974,-117.746074,8495000,7900000,2926,2700,87,08-30-2022,3,4,,SL - South Laguna,Andrew Gulyas,David Koffs,"Destination Home, Inc.","Luxre Realty, Inc."
San Juan Capistrano,28572 Paseo Zorro,33.505768,-117.632554,4795000,4550000,577,7886,45,08-30-2022,7,7,Hunters Creek (HUC),OR - Ortega/Orange County,Paul Hunn,Frances Carr,Refined Realty,Douglas Elliman of California
Laguna Beach,1119 Katella,33.530876,-117.76196,3250000,3188888,1126,2832,82,08-30-2022,3,3,Arch Beach Heights (ABH),LV - Laguna Village,Kathleen Brennan,Kathleen Brennan,Compass,Compass
Newport Beach,2030 Commodore,33.63646,-117.897984,2875000,2735000,1326,2063,74,08-30-2022,3,3,Baycrest North (BCNO),N7 - West Bay - Santa Ana Heights,Mark Taylor,Jon Flagg,Compass,Villa Real Estate
Dana Point,26509 Via Sacramento,33.462242,-117.667625,2750000,2200000,444,4955,102,08-30-2022,4,4,Other (OTHR),CB - Capistrano Beach,Lance Barker,Brandon Dicker,RE/MAX Select One,"California Prime Realty, Inc."
Laguna Beach,31917 Virginia,33.49942,-117.741278,2145000,2145000,1673,1282,0,08-30-2022,2,3,South Laguna Village (SLV),SL - South Laguna,Christopher Tebbutt,Christopher Tebbutt,Compass,Compass
Newport Beach,218 Via Lido Nord,33.615808,-117.921857,11500000,11500000,3534,3254,0,08-31-2022,4,4,Lido Island (LIDO),N8 - West Newport - Lido,Steve High,Aaron Khosh,Villa Real Estate,Berkshire Hathaway HomeService
Laguna Beach,846 Emerald Bay,33.555467,-117.809583,9995000,9430000,2211,4265,61,08-31-2022,4,5,Emerald Bay (EB),NL - North Laguna,Connie Maxsenti,Harold Noriega,Coldwell Banker Realty,Compass
Newport Coast,73 Bridgeport,33.608307,-117.837627,3998000,3850000,1151,3345,42,08-31-2022,4,4,Pointe (NRPT),N26 - Newport Coast,Paul Daftarian,Paul Daftarian,Luxe Real Estate,Luxe Real Estate
Dana Point,33821 Via Capri,33.469489,-117.707508,3300000,3400000,1555,2186,13,08-31-2022,2,3,Villas (N.S.) (NSV),MB - Monarch Beach,Kathryn Samuel,Sharon Custer,First Team Real Estate,First Team Real Estate
Newport Beach,306 Island,33.604841,-117.906031,3298000,3298000,1430,2306,11,08-31-2022,4,4,,NP - Balboa Peninsula,Nicolai Glazer,Roger Padilla,Pacific Sotheby's Int'l Realty,"Douglas Elliman of California, Inc."
San Juan Capistrano,30792 Via Conquista,33.51568,-117.6587,3150000,3125000,701,4458,92,08-31-2022,4,4,Marbella Estates Custom (MBC),JN - San Juan North,Carole Oberto,Dana Wall,Re/Max Coastal Homes,Berkshire Hathaway HomeService
Laguna Beach,787 Coast,33.536825,-117.779344,3799999,2900000,2320,1250,104,08-31-2022,,1,The Village (VIL),LV - Laguna Village,Kenneth Robertson,David Csira,Cove Canyon,Cove Canyon
Newport Beach,32 Beacon Bay,33.610506,-117.897967,2800000,2800000,1047,2674,6,08-31-2022,2,5,Beacon Bay (BEAC),N9 - Lower Newport Bay - Balboa Island,Anne Hoover,Pallie Jones,Surterre Properties Inc.,Villa Real Estate
Dana Point,35205 Del Rey,33.451121,-117.649049,2699000,2525000,644,3921,48,08-31-2022,5,5,Other (OTHR),CB - Capistrano Beach,Suzi Dailey,Lisa Marie Manifold,Realty ONE Group West,Compass
Newport Beach,926 Aleppo,33.636606,-117.871955,2599000,2400000,900,2667,34,08-31-2022,3,5,Eastbluff - Lusk (EBLK),NV - East Bluff - Harbor View,Robert Koop Jr,Taylor Carlson,"Tekoop Properties, Inc.","Thomas James Real Estate Services, Inc"
Laguna Beach,31602 Santa Rosa Dr,33.504229,-117.742544,2395000,2200000,1622,1356,59,08-31-2022,2,2,South Laguna Village (SLV),SL - South Laguna,Meital Taub,Louis Dillon,First Team Real Estate,Coldwell Banker Realty
Laguna Niguel,31074 Flying Cloud,33.51191,-117.72603,1199000,1025000,573,1789,118,08-31-2022,2,2,Pacific Island Village 3 (PV3),LNSMT - Summit,Phil Shinners,Holly McKhann,Redfin,Re/Max Coastal Homes
Laguna Niguel,25 Andorra,33.51695,-117.693634,840000,841000,648,1298,16,08-31-2022,2,2,Monaco II (Niguel East) (MHN),LNSEA - Sea Country,Dave Wilkinson,Dave Wilkinson,Keller Williams Realty,Keller Williams Realty
Newport Coast,4 Pinnacle,33.597206,-117.832563,10995000,10000000,1478,6766,0,09-01-2022,6,6,Pelican Ridge Estates (NCOR),N26 - Newport Coast,Michael Caruso,Paul Daftarian,The Agency,Luxe Real Estate
Newport Coast,1 Vista Tramonto,33.600401,-117.834778,7995000,7749000,1535,5048,68,09-01-2022,5,5,Pelican Heights - Montecito (MONT),N26 - Newport Coast,Paul Daftarian,Paul Daftarian,Luxe Real Estate,Luxe Real Estate
Newport Beach,3901 Marcus,33.619082,-117.934441,4500000,4200000,1414,2970,253,09-01-2022,4,4,Newport Island (NEWI),N8 - West Newport - Lido,David Prince,David Prince,Arbor Real Estate,Arbor Real Estate
Corona del Mar,2510 Bungalow,33.605265,-117.871789,2695000,2650000,1049,2526,68,09-01-2022,2,3,Sailhouse (SAIL),CS - Corona Del Mar - Spyglass,Kim Walker,Alexa Ossipoff,Compass,Compass
Newport Beach,2127 Leeward Ln,33.640971,-117.894646,2799000,2600000,990,2626,27,09-01-2022,3,4,Baycrest (BC),N7 - West Bay - Santa Ana Heights,Bill Cuppy,Jon Dishon,Realty One Group West,Arbor Real Estate
Dana Point,20 Chelsea,33.469835,-117.71324,2200000,2260000,1092,2070,15,09-01-2022,2,2,Chelsea Point (CHP),MB - Monarch Beach,Roya Oveisi,Jimmy Reed,Douglas Elliman of California,Re/Max Coastal Homes
Laguna Niguel,2 Pacifico,33.491318,-117.709081,2100000,2150000,677,3176,13,09-01-2022,3,4,San Marin (SM),LNSLT - Salt Creek,Daniel Piscitelli,Holly McKhann,Frontline Real Estate Group,Re/Max Coastal Homes
Laguna Niguel,31 Paradise Cove,33.491101,-117.706046,1949000,1900000,650,2923,76,09-01-2022,3,4,San Marin (SM),LNSLT - Salt Creek,John Veytia,Sandra Hauser,Agentinc,Villa Real Estate
Laguna Niguel,68 Pienza,33.51166,-117.703325,1595000,1700000,954,1782,1,09-01-2022,2,3,Siena (MHS),LNSLT - Salt Creek,Danielle Bowen,Stacy Hunt,Villa Real Estate,RE/MAX Select One
Dana Point,34601 Calle Naranja,33.460375,-117.655473,799000,739000,1015,728,8,09-01-2022,1,2,,CB - Capistrano Beach,Carla Blanco,Kameron Brown,Coldwell Banker Realty,Pacific Sotheby's Int'l Realty
