City,Address,Latitude,Longitude,List Price,Close Price,Price Per Sqft,Sqft,DOM,Close Date,Bathrooms,Bedrooms,Subdivision Name,MLS Major Area,List Agent,Buy Agent,List Office Name,Buyer Office Name
Newport Coast,14 Via Giada,33.601895,-117.820526,5795000,5350000,882,6066,53,01-01-2019,6,5,Perazul (PERZ),N26 - Newport Coast,Spyro Kemble,Amber Yang,Surterre Properties,Harcourts Entourage Realty Group
Corona del Mar,278 Morning Canyon,33.590249,-117.864194,7995000,7100000,1224,5801,12,01-02-2019,5,4,Shore Cliffs (SHOR),CS - Corona Del Mar - Spyglass,Ron Millar,John Cain,Arbor Real Estate,Pacific Sotheby's Int'l Realty
Newport Coast,7 Almanzora,33.599161,-117.814332,2995000,2950000,694,4251,24,01-02-2019,3,4,Sausalito (SAUS),N26 - Newport Coast,Michael Fawaz,PAOLA DIONISIO,Surterre Properties,"PAOLA DIONISIO, BROKER"
Corona del Mar,431 Heliotrope,33.5992,-117.87337,2595000,2525000,1215,2078,132,01-02-2019,2,3,Corona del Mar South of PCH (CDMS),CS - Corona Del Mar - Spyglass,Timothy Tamura,Bryan Gerlach,VALIA Properties,Pacific Sotheby’s International Realty
Newport Coast,8 Auvergne,33.608615,-117.834714,998000,972500,552,1762,26,01-02-2019,3,3,Summit (NRSU),N26 - Newport Coast,Max Black,Steven Bud Mastropaolo,Redfin,"The Address, Inc"
Dana Point,8 Saint John,33.484762,-117.708021,899000,880000,423,2080,76,01-02-2019,2,3,Antigua (MBA),MB - Monarch Beach,David Koffs,Holly McKhann,"Luxre Realty, Inc.",Re/Max Coastal Homes
Laguna Niguel,24 Seabridge,33.514592,-117.68947,898000,878000,344,2552,13,01-02-2019,3,4,Saltaire (LHA),LNSLT - Salt Creek,Carla Jones,Carla Jones,Reliance Real Estate Services,Reliance Real Estate Services
San Clemente,2956 Calle Grande Vista,33.448596,-117.647023,895000,825000,391,2110,25,01-02-2019,2,3,Shorecliffs (SC),SN - San Clemente North,Sharon McCright,Sharon McCright,Keller Williams OCC Realty,Keller Williams OCC Realty
Laguna Niguel,25271 Calle Becerra,33.544005,-117.689007,749900,692500,529,1309,46,01-02-2019,2,3,Niguel Hills (NH),LNSEA - Sea Country,Robert Turner,Christopher Tebbutt,Turn Key Associates,Compass
San Juan Capistrano,26491 Orangewood,33.536206,-117.668155,459000,440000,353,1246,8,01-02-2019,2,3,Vil San Juan Court Homes (VSC),JN - San Juan North,Marcos Vargas,Marcos Vargas,Seven Gables Real Estate,Seven Gables Real Estate
Newport Coast,35 SARTEANO,33.60319,-117.817928,3990000,3950000,1052,3755,22,01-03-2019,3,3,Cassis (NCCS),N26 - Newport Coast,Spyro Kemble,Michael Fawaz,Surterre Properties,Surterre Properties Inc.
Laguna Niguel,31 Agia,33.5136,-117.70268,1299000,1250000,511,2446,52,01-03-2019,2,4,Amarante (MH) (MHA),LNSLT - Salt Creek,Monika Scott-Kerce,Robin Rice,RE/MAX Select One,Coldwell Banker Res. Brokerage
Laguna Niguel,25131 Via Portola,33.531538,-117.691065,879000,852000,384,2219,67,01-03-2019,3,5,Other (OTHR),LNSEA - Sea Country,Larry Gage,Mike Sadeghi,Team Gage R E Center,Pridemark Group
Laguna Niguel,25261 Adelanto,33.536574,-117.688994,835000,800000,416,1923,172,01-03-2019,2,4,Niguel Hills (NH),LNSEA - Sea Country,Judy Whitelock,Kim Bortnick,RE/MAX Select One,Berkshire Hathaway HomeService
Corona del Mar,121 Milford,33.587961,-117.865065,14950000,10000000,1036,9653,177,01-04-2019,6,6,Cameo Shores (CSHO),CS - Corona Del Mar - Spyglass,Brian Thomas,E. Andrew Freeman,Surterre Properties,Keller Williams Realty
Newport Beach,7 YORKSHIRE,33.61645,-117.846397,5475000,5091000,713,7140,40,01-04-2019,6,6,,NV - East Bluff - Harbor View,Joshua Altman,Spyro Kemble,Douglas Elliman,Surterre Properties Inc.
San Clemente,328 Boca Del Canon,33.412862,-117.613111,3575000,3038000,1704,1783,155,01-04-2019,3,3,Other (OTHR),SW - San Clemente Southwest,Dan Yeilding,Cary Glenn,Century 21 Award,Main Beach Realty
Newport Beach,2106 Serrano,33.598288,-117.883725,3299999,3000000,1390,2158,224,01-04-2019,3,4,Balboa Peninsula Point (BLPP),NP - Balboa Peninsula,Matt Genova,Ron Millar,Arbor Real Estate,Arbor Real Estate
Newport Beach,61 Old Course,33.635607,-117.868972,2242000,2104050,721,2918,39,01-04-2019,3,3,Balboa (One Ford Road) (OFBB),NV - East Bluff - Harbor View,Teri Armstrong Hardke,Matt Davies,Coldwell Banker Res. Brokerage,"Big Block Realty, Inc."
Newport Beach,2006 Diana,33.633722,-117.900925,1399000,1362500,1103,1235,30,01-04-2019,1,3,Harbor Highlands I (HH01),N7 - West Bay - Santa Ana Heights,Amy Baumgartner,AJ Olson Whitfield,Villa Real Estate,Villa Real Estate
San Clemente,33 Corte Vidriosa,33.47524,-117.602781,1162500,1162500,316,3679,1,01-04-2019,3,4,Sansol (SANS),TL - Talega,Kevin Hood,William Kouzi,Greentree Properties,Coldwell Banker Res Brokerage
Laguna Niguel,31584 Crystal Sands,33.503883,-117.727033,738888,710500,638,1114,132,01-04-2019,1,2,Pacific Island Village 1 (PV1),LNSMT - Summit,Joyce Sutton,Justin Tye,Berkshire Hathaway Home Service,Active Realty
Laguna Beach,725 Emerald Bay,33.553475,-117.80946,4200000,3950000,1013,3899,32,01-07-2019,3,5,Emerald Bay (EB),NL - North Laguna,Maura Short,Gordon Henry,Compass,Pacific Sotheby's Int'l Realty
Newport Beach,1933 Port Bristol,33.625301,-117.854626,2295000,2225000,866,2569,5,01-07-2019,3,5,Harbor View Homes (HVHM),NV - East Bluff - Harbor View,Heather Kidder,David Roberts,Compass,Villa Real Estate
Newport Beach,4 San Sebastian,33.61296,-117.845546,2500000,2175000,573,3796,872,01-07-2019,5,5,Harbor Ridge Custom (HRCS),NV - East Bluff - Harbor View,Mina Maghami,Ben Hecht,Berkshire Hathaway Home Service,BD Realty
Laguna Beach,315 Poplar,33.544882,-117.786445,1350000,1290000,1067,1209,82,01-07-2019,1,2,North Laguna (NL),NL - North Laguna,Frederick Balzer,Jennifer Shaw,Berkshire Hathaway Home Service,Pacific Sotheby's Int'l Realty
San Juan Capistrano,29801 Monarch,33.530304,-117.664784,1298000,1250000,307,4072,11,01-07-2019,3,5,Capistrano Royale (CY),JN - San Juan North,Bridgette Yates,Brigitte Belanger-Chretien,Realty One Group Inc,Realty One Group Inc
Laguna Beach,947 Tia Juana,33.528808,-117.755157,1163000,1100000,651,1690,129,01-07-2019,1,3,Arch Beach Heights (ABH),LV - Laguna Village,Cindy Berg,Penny Pattillo,Century 21 Discovery,Surterre Properties
Newport Beach,2011 Vista Cajon,33.635833,-117.882848,1100000,1100000,603,1824,13,01-07-2019,2,3,Bluffs Original (BORI),NV - East Bluff - Harbor View,Mariana Donahue,Mina Maghami,Berkshire Hathaway Home Service,Berkshire Hathaway HomeService
Laguna Beach,545 Lombardy,33.53625,-117.774308,919000,930000,1563,595,249,01-07-2019,1,1,The Village (VIL),LV - Laguna Village,Gary Boisen,Bryan Gerlach,Surterre Properties,Pacific Sotheby’s International Realty
Dana Point,34356 Via Fortuna,33.463837,-117.666654,749000,730000,419,1742,9,01-07-2019,2,3,Palisades (PS),CB - Capistrano Beach,Bryan Whittam,Bryan Whittam,Pacific Sotheby’s International Realty,Pacific Sotheby’s International Realty
San Clemente,221 Monte,33.443375,-117.645111,565000,565000,452,1250,0,01-07-2019,1,2,Bay Cliff Village (BV),SN - San Clemente North,Barbara Holbein,Barbara Holbein,"HomeSmart, Evergreen Realty","HomeSmart, Evergreen Realty"
San Clemente,219 Monte,33.443482,-117.645151,542000,545000,545,1000,7,01-07-2019,1,1,Bay Cliff Village (BV),SN - San Clemente North,Barbara Holbein,Steven Sanders,"HomeSmart, Evergreen Realty",Elevate Homes Realty
Newport Beach,1419 Newporter,33.622361,-117.885069,2295000,2250000,742,3032,63,01-08-2019,3,4,Harbor Cove Palisades (HCPS),NV - East Bluff - Harbor View,Paul Hoffman,Brandon Hobbs,Villa Real Estate,Harcourts Prime Properties
Laguna Beach,31832 Florence,33.500938,-117.742086,1790000,1710000,713,2398,10,01-08-2019,3,3,South Laguna Village (SLV),SL - South Laguna,Tara Trenda,Moawad Ebrahem,Berkshire Hathaway Home Service,Berkshire Hathaway H.S.C.P.
Laguna Niguel,24962 Pam,33.556656,-117.694273,1095000,1095000,457,2396,25,01-08-2019,3,5,Other (OTHR),LNLAK - Lake Area,Robert Najafinia,Deborah Crockett,Realty One Group Inc,First Team Real Estate
Laguna Niguel,30806 Calle Barbosa,33.515647,-117.722159,945000,932000,447,2085,80,01-08-2019,2,3,Country Club Vistas (CCV),LNSMT - Summit,Ginger Huetsch,Sandra Traver,Redfin,Keller Williams OCC Realty
Dana Point,34346 Via San Juan,33.463837,-117.668729,769000,779000,395,1972,7,01-08-2019,2,3,Palisades (PS),CB - Capistrano Beach,Katie Maresca,Jodie Moncrief,Re/Max Property Connection,RE/MAX Prestige Properties
Newport Beach,2012 Highland,33.635547,-117.898125,1678000,1625000,985,1650,0,01-09-2019,2,4,Baycrest North (BCNO),N7 - West Bay - Santa Ana Heights,Westley Williams,Ronald Schreiber,Harcourts Prime Properties,California Realty Experts
San Clemente,2809 Via Montecito,33.446983,-117.641978,1380000,1225000,749,1636,54,01-09-2019,1,3,Shorecliffs (SC),SN - San Clemente North,Robert Murphy,Brandi Cumin,Century 21 Award,Keller Williams OCC Realty
San Clemente,1227 Llano,33.467735,-117.627765,844900,830000,421,1971,38,01-09-2019,2,4,Veracruz (VER),FR - Forster Ranch,Hunt Team,Jeremy Conrad,Keller Williams OCC Realty,Conrad Realtors Inc
Laguna Niguel,24286 Via Aquara,33.525704,-117.705206,850000,825000,380,2171,87,01-09-2019,2,4,Pacesetter II (PA2),LNSEA - Sea Country,Geoff Rudy,Heidi Ryan,Keller Williams Pacific Estate,Berkshire Hathaway HomeService
San Juan Capistrano,27531 Avenida Larga,33.497509,-117.650522,489900,472000,350,1349,179,01-09-2019,2,2,San Juan Hills East (HE),OR - Ortega/Orange County,Gregory Falvo,Ruth Broom,Andrew John Young,Compass
San Juan Capistrano,27531 Avenida Larga,33.497509,-117.650522,489900,472000,350,1349,162,01-09-2019,2,2,Out Of Area,,Gregory Falvo,Ruth Broom,Andrew John Young,Compass
Newport Beach,2128 Seville,33.597357,-117.883303,3525000,3400000,1133,3001,224,01-10-2019,4,4,Balboa Peninsula Point (BLPP),NP - Balboa Peninsula,Kimberly Bibb,Catrina Crawford,Villa Real Estate,Pacific Sotheby's Int'l Realty
Corona del Mar,1405 Keel,33.603844,-117.859808,2895000,2957500,1350,2191,6,01-10-2019,2,3,Harbor View Hills 2 (HAV2),CS - Corona Del Mar - Spyglass,Jody Chapman,Kevin Kubiak,Surterre Properties,Compass
Newport Beach,507 Tustin,33.624185,-117.918994,1695000,1560000,761,2050,94,01-10-2019,2,3,Newport Heights (NEWH),N6 - Newport Heights,Butch Suddarth,john Lanni,"Metropolitan Realty, Inc",NONMEMBER MRML
San Clemente,31 Via Buen Corazon,33.476415,-117.595758,1300000,1250000,325,3846,23,01-10-2019,3,5,Cazadero (CAZA),TL - Talega,Doug Echelberger,Jim Certo,Pacific Sotheby's Int'l Realty,Realty One Group Inc
Dana Point,25392 Village,33.46732,-117.685702,1099000,1082000,329,3289,171,01-10-2019,2,3,Village At Dana Point (VDP),DO - Del Obispo,Patrick Bartolic,Fatima Saenz,Coldwell Banker Res. Brokerage,Century 21 Masters
San Clemente,512 Calle Cuadra,33.44992,-117.634156,1000000,1050000,393,2672,73,01-10-2019,3,5,Ponderosa Shores (PS),CD - Coast District,Loretta Pierce,Trish Ragland,Keller Williams Realty,Coldwell Banker Res. Brokerage
San Clemente,30 Paseo Alba,33.434615,-117.592696,1099000,1040000,481,2162,26,01-10-2019,2,3,Pacific Shores (PAS),RS - Rancho San Clemente,Gary Sroka,Doug Echelberger,Sterling Coast to Coast Inc.,Pacific Sotheby's Int'l Realty
Laguna Niguel,28132 Hibiscus,33.554484,-117.706103,965000,970000,448,2165,1,01-10-2019,3,4,Lake Chateau (LC),LNLAK - Lake Area,Tim Morissette,Oscar Bustamante,Coldwell Banker Res. Brokerage,"Oscar Bustamante, Broker"
Laguna Niguel,30372 Alondra,33.521786,-117.703236,749900,740000,512,1445,32,01-10-2019,2,3,Altamar (NR) (NRA),LNSEA - Sea Country,Kelli Walters,Wayne Chang,"Coastal Hills Properties, Inc.",Keller Williams Realty
Dana Point,34266 Camino El Molino,33.465203,-117.662047,599999,525000,470,1117,47,01-10-2019,1,2,Palisades (PS),CB - Capistrano Beach,Kathy Divel,Kathy Divel,Realty One Group Inc,Realty One Group Inc
Newport Beach,704 Via Lido Nord,33.616582,-117.926954,6999999,6541655,2061,3174,134,01-11-2019,4,4,Lido Island (LIDO),N8 - West Newport - Lido,Jon Flagg,Tom Billings,Villa Real Estate,Coldwell Banker Res. Brokerage
Newport Beach,310 Collins,33.607487,-117.895375,2800000,2800000,1670,1677,0,01-11-2019,2,4,Balboa Island - Main Island (BALM),N9 - Lower Newport Bay - Balboa Island,Patricia Presson,Ryan Gunderson,Surterre Properties,Abrams Coastal Properties
Dana Point,198 Monarch Bay,33.48859,-117.731396,1870000,1870000,907,2062,2,01-11-2019,2,3,Monarch Bay (MB),MB - Monarch Beach,Jamie Blakely,Ashley Rosenhain,Surterre Properties,Compass
Laguna Beach,3124 Bern,33.550819,-117.757801,1599900,1460000,700,2086,40,01-11-2019,1,5,Top Of The World (TOW),LV - Laguna Village,Robert Bolen,Meital Taub,Huntington Beach Realty Inc,First Team Estates
San Juan Capistrano,33872 Calle Borrego,33.471205,-117.661089,800000,893000,321,2782,42,01-11-2019,3,4,Viewpointe (VP),JS - San Juan South,Justin Green,Mitchel Bohi,Harcourts Prime Properties,Forbes & Associates
Laguna Beach,21 Stonington,33.49243,-117.732508,3200000,3200000,1135,2819,19,01-14-2019,1,3,Three Arch Bay (TAB),SL - South Laguna,Laurie Paxson,Jerry LaMott,Coldwell Banker Res. Brokerage,Surterre Properties Inc
Dana Point,34431 Camino Capistrano,33.461961,-117.675248,2150000,2000000,714,2801,93,01-14-2019,3,3,Other (OTHR),CB - Capistrano Beach,Carolyn Williams,Cara Farley,Realty One Group Inc,Surterre Properties Inc.
Laguna Beach,679 Bolsana,33.523674,-117.755264,2180000,1900000,811,2343,216,01-14-2019,1,3,Portafina (PF),LV - Laguna Village,Cara Farley,Marcella Seidensticker,Surterre Properties,Berkshire Hathaway HomeService
Dana Point,26 Los Monteros,33.480262,-117.712816,1499000,1499000,538,2786,67,01-14-2019,2,3,Villas I @ Monarch Beach (VMB),MB - Monarch Beach,Mia Jenei,Liana Norman,Keller Williams Realty,First Team Real Estate
Laguna Niguel,24036 Cormorant,33.543152,-117.710229,1399000,1350000,421,3207,33,01-14-2019,3,4,Kite Hill North (KHN),LNLAK - Lake Area,Matt Trudell,Matt Trudell,Regency Real Estate Brokers,Regency Real Estate Brokers
Laguna Niguel,30412 Via Lindosa,33.521328,-117.72207,1130000,1130000,413,2736,0,01-14-2019,3,4,Paragon - Niguel Summit (PAR),LNSMT - Summit,Helena Noonan,Helena Noonan,Keller Williams Realty,Keller Williams Realty
Newport Beach,312 Colton,33.629608,-117.950295,1125000,1050000,841,1249,12,01-14-2019,2,3,Newport Shores (NEWS),N8 - West Newport - Lido,Nick Skawinski,Wendy Maddocks,First Team Real Estate,Pacific Sotheby's Int'l Realty
Dana Point,33891 Diana,33.470478,-117.698882,1025000,990000,472,2097,95,01-14-2019,2,3,Other (OTHR),LT - Lantern Village,Doug Graham,Gaetano LoGrande,"HomeSmart, Evergreen Realty",Bullock Russell RE Services
Newport Coast,30 Talmont,33.608258,-117.80816,980000,965000,586,1647,112,01-14-2019,2,2,Ziani (ZANI),N26 - Newport Coast,Matt Smith,Ana Maria Canepa,Pinpoint Properties,USAFC Realty
San Clemente,17 Via Alonso,33.478158,-117.597547,919000,909000,352,2582,30,01-14-2019,3,4,Caprizi (CAPR),TL - Talega,Elly Harris,Lidia Ocsay,Distinctive Coast Properties,"HomeSmart, Evergreen Realty"
San Clemente,38 Albergar,33.442488,-117.59382,724900,710000,420,1690,140,01-14-2019,2,3,Richmond Pointe (RP),RS - Rancho San Clemente,Michelle Wilson,Michele DeVeyra-Todd,First Team Real Estate,Keller Williams Realty
Dana Point,26791 Calle Juanita,33.461165,-117.663023,649900,650000,667,975,2,01-14-2019,1,2,Other (OTHR),CB - Capistrano Beach,Marcos Vargas,Suzanne Smith,Seven Gables Real Estate,Pacific Pointe Management Grp
San Juan Capistrano,27943 Camino Del Rio,33.493724,-117.645101,649900,630000,354,1780,112,01-14-2019,2,4,Greens (GRNS),OR - Ortega/Orange County,Chris Lamont,Elizabeth Johnston,Coldwell Banker Res. Brokerage,First Team Real Estate
San Juan Capistrano,29542 Westmont,33.533851,-117.670713,479900,472900,361,1310,67,01-14-2019,1,3,Vil San Juan Townhomes (VST),JN - San Juan North,Adam Lindholm,Samantha Gorrell,Century 21 Masters,Coldwell Banker Res. Brokerage
Laguna Beach,92 Emerald Bay,33.551897,-117.808659,23500000,21000000,3438,6108,926,01-15-2019,5,5,Emerald Bay (EB),NL - North Laguna,Celeste Gilles,Robert Giem,Villa Real Estate,Compass
Corona del Mar,224 Jasmine,33.595464,-117.873982,4495000,4175000,2180,1915,86,01-15-2019,3,4,Corona del Mar South of PCH (CDMS),CS - Corona Del Mar - Spyglass,Timothy Tamura,Timothy Tamura,VALIA Properties,VALIA Properties
Laguna Beach,905 Canyon View,33.539914,-117.770585,3295000,3200000,889,3600,15,01-15-2019,3,4,Temple Hills (TH),LV - Laguna Village,James Ardery,Sylvia Ames,Laguna Beach Properties,Compass
San Clemente,1802 Calle De Los Alamos,33.413376,-117.612013,2995000,2995000,1302,2300,18,01-15-2019,3,3,Other (OTHR),SW - San Clemente Southwest,Jimmy Reed,Lisa Adams,Re/Max Coastal Homes,Realty One Group Inc
Laguna Beach,638 Seaview,33.537932,-117.773511,2675000,2400000,1255,1912,76,01-15-2019,2,3,The Village (VIL),LV - Laguna Village,Michael Johnson,Nicholas Hooper,Compass,Compass
Laguna Beach,3064 Nestall,33.551074,-117.753645,1950000,1900000,836,2273,34,01-15-2019,3,4,Top Of The World (TOW),LV - Laguna Village,Michael Johnson,Brian Johnson,Compass,"DOUGLAS ELLIMAN OF CALIFORNIA, INC."
Newport Beach,556 Glorieta,33.639089,-117.879019,1499999,1490000,817,1824,14,01-15-2019,3,4,Bluffs Original (BORI),NV - East Bluff - Harbor View,Ivan Moad,Taylor DeMaio,"Residential Agent, Inc.",Coldwell Banker Res. Brokerage
Dana Point,24161 Vista D Oro,33.47113,-117.708219,1497000,1470000,748,1965,32,01-15-2019,2,3,Villas (N.S.) (NSV),MB - Monarch Beach,Kathryn Samuel,Kelly Mortensen,First Team Estates,Surterre Properties Inc
Laguna Beach,2415 Laguna Canyon,33.562492,-117.770704,1200000,1100000,611,1800,237,01-15-2019,4,4,Canyon (CYN),LC - Laguna Canyon,Denise Delatorre,Lauren Livingston,Keller Williams OCC Realty,"Big Block Realty, Inc."
San Clemente,110 Avenida Santiago,33.42067,-117.609285,1049000,1025000,840,1220,77,01-15-2019,2,2,Other (OTHR),SW - San Clemente Southwest,Jeremy Conrad,Ryan Schramm,Conrad Realtors Inc,Creatus Properties
Dana Point,32971 Danateak,33.484024,-117.693315,1035000,1017500,532,1913,63,01-15-2019,2,4,Harbor Heights (HH),DH - Dana Hills,Christe Roknich,Charles Brickell,First Team Real Estate,Compass
Laguna Niguel,24271 Los Serranos,33.522563,-117.705696,975000,950000,621,1530,0,01-15-2019,2,3,Pacesetter II (PA2),LNSEA - Sea Country,Kristin Halton,Kristin Halton,Coldwell Banker Res. Brokerage,Coldwell Banker Res. Brokerage
San Clemente,2853 Campo Raso,33.464369,-117.626337,745000,732500,593,1235,105,01-15-2019,2,3,Tocayo Hills (TRH),FR - Forster Ranch,Lisa Eberle,David McErlean,"Luxre Realty, Inc.",Delmar Real Estate & Invest.
San Clemente,243 Avenida La Cuesta,33.433985,-117.611255,2600000,2500000,521,4798,26,01-16-2019,3,4,Other (OTHR),SC - San Clemente Central,Dena Van Slyke,James Ardery,Beacon Brokerage,Laguna Beach Properties
Newport Beach,516 Tustin AVE,33.624173,-117.918229,1599999,1500000,1101,1362,107,01-16-2019,1,3,Newport Heights (NEWH),N6 - Newport Heights,Matt Eddy,Javad Abbaszadeh,Berkshire Hathaway Home Service,Realty One Group Inc
San Clemente,103 Trafalgar,33.423363,-117.610179,919000,905000,667,1357,90,01-16-2019,2,3,Other (OTHR),SW - San Clemente Southwest,Jeremy Conrad,Sharon Custer,Conrad Realtors Inc,First Team Real Estate
Laguna Beach,1605 EMERALD BAY,33.55828,-117.808203,5895000,4962500,1781,2786,196,01-17-2019,4,4,Emerald Bay (EB),NL - North Laguna,Harold Noriega,Harold Noriega,Compass,Compass
Newport Coast,40 Coral Reef,33.593792,-117.8324,3950000,3850000,996,3865,26,01-17-2019,4,4,Pelican Ridge (NCPR),N26 - Newport Coast,Hoda Hajirnia,Bin Dai,McMonigle Group Corp,Remax Omega Pasadena
Corona del Mar,1200 Key West,33.602014,-117.859742,2100000,2045000,936,2185,79,01-17-2019,2,4,Harbor View Hills 2 (HAV2),CS - Corona Del Mar - Spyglass,Jody Chapman,Kathi Kanan,Surterre Properties,Berkshire Hathaway HomeService
San Clemente,2931 Via San Jacinto,33.449843,-117.644973,1050000,1010000,537,1881,133,01-17-2019,3,4,Shorecliffs (SC),SN - San Clemente North,Barbara Gustavsen,Jason Rabahieh,Evergreen Realty,Surterre Properties Inc
Laguna Niguel,9 Viewpoint,33.508521,-117.682509,899000,850000,680,1250,84,01-17-2019,2,2,Westerlies (LHW),LNSLT - Salt Creek,THE ORAGROUP TEAM,Amber Smyser,Berkshire Hathaway Home Service,Seven Gables Real Estate
Laguna Niguel,29471 Crown Ridge,33.535139,-117.704002,818000,818000,375,2181,5,01-17-2019,2,4,Fieldstone Collection II (FC2),LNLAK - Lake Area,Alona Tetter,Shari Moretti,Coldwell Banker Res. Brokerage,"HomeSmart, Evergreen Realty"
Laguna Niguel,24331 Mccloud,33.5527,-117.70539,830000,805000,425,1894,44,01-17-2019,2,4,Lake Park (LP),LNLAK - Lake Area,Christopher Todd,Lori McGuire,Pacific Sotheby's Int'l Realty,RE/MAX Select One
San Juan Capistrano,32531 Carreterra,33.490691,-117.685033,749900,700000,446,1570,44,01-17-2019,2,4,Capistrano Heights (CHT),DO - Del Obispo,Nancy Hanna,Ann Metzger,Re/Max Coastal Homes,Surterre Properties
San Clemente,2614 Canto Rompeolas,33.458863,-117.616851,1687000,1590000,408,3897,3,01-18-2019,4,4,Reserve East (RESE),FR - Forster Ranch,Cyndi Elders,Jimmy Reed,Keller Williams OCC Realty,Re/Max Coastal Homes
Newport Beach,124 27th,33.611773,-117.930355,1546000,1521000,1093,1392,26,01-18-2019,1,3,Central Newport (CNEW),N8 - West Newport - Lido,Melissa Schmand,Margaret OBrien,First Team Real Estate,First Team Estates
Newport Beach,325 Holmwood,33.624884,-117.926894,1000000,1200000,538,2230,55,01-18-2019,3,4,Newport Heights (NEWH),N6 - Newport Heights,Andrew Doyle,Danae Aballi,Harcourts Prime Properties,"Douglas Elliman Of California,"
San Clemente,6 Calle Portofino,33.466189,-117.601312,1150000,1100000,362,3039,0,01-18-2019,4,5,Portofino (PORT),TL - Talega,Summer Castro Cumin,Summer Castro Cumin,Keller Williams OCC Realty,Keller Williams OCC Realty
Laguna Niguel,28941 Mira Vista,33.542791,-117.682111,975000,975000,367,2657,4,01-18-2019,3,5,Westridge Estates (WE),LNSEA - Sea Country,Wayne Chang,Patrick Jouanel,Keller Williams Realty,Realty One Group Inc
Laguna Niguel,29651 Ivy Glenn,33.531653,-117.712737,949000,935000,517,1809,126,01-18-2019,2,3,La Veta (LV),LNLAK - Lake Area,Odile Romans,Peng Dong,First Team Real Estate,Century 21 Care
Laguna Beach,967 Oriole,33.537464,-117.766572,1090000,875000,729,1200,229,01-18-2019,,2,Lower Bluebird (LB),LV - Laguna Village,Bob Chapman,Stephen Jeong,The Strand Realty,Keller Williams Realty Irvine
San Clemente,56 Avenida Merida,33.456207,-117.608086,779900,745000,349,2135,137,01-18-2019,2,3,Villa Pacifica (VILP),RS - Rancho San Clemente,Polly Bernardino,General NONMEMBER,Realty Executives,NONMEMBER MRML
Dana Point,32711 Sea Island Drive,33.488441,-117.723143,2495000,2200000,612,3595,154,01-20-2019,2,4,Monarch Bay Terrace (MBT),MB - Monarch Beach,Doug Dunlap,Jim Shockey,Surterre Properties,Berkshire Hathaway HomeService
San Clemente,26 Camino Del Prado,33.459852,-117.580568,895000,895000,436,2053,46,01-21-2019,2,2,Waterleaf (WATR),TL - Talega,Jimmy Reed,Gabriela Cernikova,Re/Max Coastal Homes,Landmark Real Estate
Laguna Beach,2280 Inez,33.527454,-117.76386,2550000,2470000,867,2849,3,01-22-2019,3,3,Upper Diamond (UD),LV - Laguna Village,Jennifer Dudley,Bryan Gerlach,"REGENCY REAL ESTATE BROKERS, I",Pacific Sotheby’s International Realty
San Clemente,401 Calle Nina,33.431559,-117.603455,1449000,1555000,778,1999,9,01-22-2019,3,4,Hillcrest (HC),SC - San Clemente Central,Windy Ruffini,Doug Echelberger,"Focus Realty, Inc.",Pacific Sotheby's Int'l Realty
Laguna Niguel,9 Phillips,33.506768,-117.699576,1200000,1435000,436,3291,27,01-22-2019,4,5,Beacon Hill Pointe (BHP),LNSLT - Salt Creek,Justin Green,Matt Trudell,Harcourts Prime Properties,Regency Real Estate Brokers
Corona del Mar,28 Shoal,33.605526,-117.860565,1479000,1420000,743,1911,95,01-22-2019,2,2,Jasmine Creek (JASC),CS - Corona Del Mar - Spyglass,Suzanne Wyrick,Pardis Bakhtiar,Wyrick & Associates Real Estate,Compass
Laguna Niguel,7 Leicester,33.496597,-117.69489,1460000,1393000,490,2843,25,01-22-2019,3,4,Ocean Ranch ~ Executive (BBE),LNSLT - Salt Creek,Sara McCartan,Sholeh Partow,Berkshire Hathaway Home Service,Surterre Properties
Laguna Niguel,7 Whitecliff,33.499119,-117.691596,1395000,1355000,491,2760,216,01-22-2019,2,5,Warmington Homes (BB) (BBW),LNSLT - Salt Creek,Brett Smith,Doug Wathen,Berkshire Hathaway Home Service,Coldwell Banker Res. Brokerage
Dana Point,26565 Via Sacramento,33.463687,-117.666424,949900,915000,368,2486,25,01-22-2019,3,4,Other (OTHR),CB - Capistrano Beach,Shanon Ohmann,HeJung Hong,Realty One Group Inc,Trinity Real Estate Services
San Clemente,6 Calle Boveda,33.457277,-117.578816,849000,820000,357,2297,88,01-22-2019,3,4,Solana (SOLA),TL - Talega,Paige McDaniel,Lisa Adams,Surterre Properties,Realty One Group Inc
San Clemente,14 Optima,33.443462,-117.595249,769000,763000,373,2046,10,01-22-2019,2,4,Richmond Pointe (RP),RS - Rancho San Clemente,Janice Baker,Casey Kirkland,Keller Williams Realty,Anderson Ballard Companies
Newport Beach,212 Oceanfront,33.603032,-117.904319,4995000,4300000,1568,2742,27,01-23-2019,1,4,Balboa Peninsula (Residential) (BALP),NP - Balboa Peninsula,Kimberly Bibb,Kimberly Bibb,Villa Real Estate,Villa Real Estate
Newport Beach,409 39th,33.619493,-117.933948,3495000,3445000,1158,2975,62,01-23-2019,2,4,Newport Island (NEWI),N8 - West Newport - Lido,Ty Loosmore,Ty Loosmore,South Coast Realty,South Coast Realty
